User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
Trump Facts,702006646084599808,"A former Dem operative/strategist who left the Left on May 9, 2012. I've always been socially conservative. Edu: PolySci/Anthro & Law. Anon 4 now. #NeverTrump ✝","Wisconsin, USA",Pacific Time (US & Canada),en,661,515,4478,Tue Feb 23 05:46:41 +0000 2016,False,False,RT @DNGeezy: Trump will literally say anything. Anything to get his way. Which is possibly the most dangerous a human being can be.,727603753843568641,Tue May 03 21:00:27 +0000 2016,0,False,6,en,,[],[]
Alondra✨,2659857583,Victor H. Vallejo❤️,,Central Time (US & Canada),en,133,106,3249,Sat Jul 19 16:12:32 +0000 2014,False,False,RT @IamAkademiks: TI says if Donald Trump wins... Chains and Shackles are next. 👀 https://t.co/QFSDk238to,727603753499557888,Tue May 03 21:00:27 +0000 2016,0,False,2050,en,,[],[]
angelforever,257643702,#TRUMP I believe that R future is not ever going 2 look the same...we r on the edge of the abyss...vote strong! My flag MY FREEDOM! Angeldaughter,,Eastern Time (US & Canada),en,3245,3193,58123,Fri Feb 25 21:43:03 +0000 2011,False,False,Poll: Trump up to 56 percent nationally https://t.co/dMuI1LC3AX,727603753260597248,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/dMuI1LC3AX', u'indices': [40, 63], u'expanded_url': u'http://www.politico.com/story/2016/05/how-popular-is-donald-trump-222728', u'display_url': u'politico.com/story/2016/05/\u2026'}]"
Trump Dump,3476800272,Official Trump Lie Detector and Translator,Trump Tower,,en,9,9,508,Mon Sep 07 02:08:42 +0000 2015,False,False,"#Trump2016
Virginia KKK leader calls @realDonaldTrump ""best for the job"" https://t.co/Z63yb89ch7 via @HuffPostPol",727603753239482368,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,"[{u'indices': [0, 10], u'text': u'Trump2016'}]","[{u'url': u'https://t.co/Z63yb89ch7', u'indices': [73, 96], u'expanded_url': u'http://www.huffingtonpost.com/entry/virginia-imperial-wizard-kkk-donald-trump_us_5728e38be4b016f37893bbce', u'display_url': u'huffingtonpost.com/entry/virginia\u2026'}]"
Yan³is,854659794,"proud to be blocked by the far right & the far left #StrongerIn #jesuischarlie

εγκλωβισμένος στην αγορά εργασίας","London, Paris, Ioannina",London,en,926,589,15675,Sun Sep 30 12:54:59 +0000 2012,False,False,"When #Trump wins the presidency, just think back to this little piece of news https://t.co/aTFcVHEP8C",727603752354652162,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,"[{u'indices': [5, 11], u'text': u'Trump'}]","[{u'url': u'https://t.co/aTFcVHEP8C', u'indices': [78, 101], u'expanded_url': u'https://twitter.com/Reuters/status/727594080587354112', u'display_url': u'twitter.com/Reuters/status\u2026'}]"
Joe Fortier,429152692,Displaced Mainer. Science blog reader. Baker of breads. Friend of the caprid.,"Missoula, MT",Central Time (US & Canada),en,52,100,811,Mon Dec 05 16:38:29 +0000 2011,False,False,"@NateSilver538 many of those Trump voters prob consider themselves ""working-class"" &amp; those poorer than themselves the non-working class",727603752115392512,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],[]
BJ-VanishingPointVR,14210043,Pioneering Cinematic Virtual Reality (http://t.co/vgFbImKmU5) Citizen Satire (http://t.co/3MpBH0h1ih); Stand Up; Stanford Law; Filmmaker,Los Angeles,Pacific Time (US & Canada),en,617,771,8344,Mon Mar 24 19:35:14 +0000 2008,False,False,"RT @dantelfer: Trump's dad was a white supremacist slumlord, @tedcruz. There's actual decades of easily cited evidence. You are the laziest…",727603752048431105,Tue May 03 21:00:27 +0000 2016,0,False,1,en,,[],[]
Hope,2840135452,"Constitution, 2A, States rights, Small government, Personal responsibility, liberty, Freedom, Prolife, honor God!",,,en,1764,1955,36346,Tue Oct 21 14:53:13 +0000 2014,False,False,RT @peddoc63: How do you like this👉🏽Trump donated to 5 of the 8 Gang of Eight Members🙀#IndianaPrimary  https://t.co/k4OAOlsszN https://t.co…,727603751796674561,Tue May 03 21:00:27 +0000 2016,0,False,13,en,,"[{u'indices': [86, 101], u'text': u'IndianaPrimary'}]","[{u'url': u'https://t.co/k4OAOlsszN', u'indices': [103, 126], u'expanded_url': u'http://bit.ly/20reyF6', u'display_url': u'bit.ly/20reyF6'}]"
Sammy Tarrant ♔,43839736,Social whore but not an actual whore.,"Surrey, England",London,en,559,743,5455,Mon Jun 01 05:55:59 +0000 2009,False,False,When your chickens lay eggs that are too small for an egg cup... #improvising #chickenproblems https://t.co/i7L67BJ2D3,727603751654182918,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,"[{u'indices': [65, 77], u'text': u'improvising'}, {u'indices': [78, 94], u'text': u'chickenproblems'}]",[]
Dare☘,1416623598,,arizona,,en,538,430,26003,Thu May 09 22:55:41 +0000 2013,False,False,"I got dex a new bumblebee collar, look at how small his baby one WAS 🙁🙁 https://t.co/Z5Kl54NBwR",727603751272357888,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],[]
Cain S. LaTrans,74831215,"Yes, it's kscoyote from RRMB and AFM. I'm still kicking a** on all sides.",Kansas,,en,1326,1711,180940,Wed Sep 16 20:37:39 +0000 2009,False,False,"TED CRUZ MELTDOWN: Donald Trump Is A Philandering, Narcissistic, Immoral, Pathological Liar [VIDEO] https://t.co/Rrm7qxW48V",727603751175917568,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/Rrm7qxW48V', u'indices': [100, 123], u'expanded_url': u'http://www.joemygod.com/2016/05/03/ted-cruz-meltdown-donald-trump-is-philandering-narcissistic-immoral-pathological-liar-video/', u'display_url': u'joemygod.com/2016/05/03/ted\u2026'}]"
Justin Beach,7931022,"I go ding when there's stuff: Writer on STEM, politics, music, film+tv. ex PBS & CBC, fan of science & reason, enemy of BS, US+CDN dual citizen, husband & dad.",Ontario,Eastern Time (US & Canada),en,17649,7236,52688,Fri Aug 03 12:46:30 +0000 2007,False,False,RT @laloalcaraz: Latino students win battle to wear Dump Trump shirts to school https://t.co/BiNl4eMubD,727603751167643649,Tue May 03 21:00:27 +0000 2016,0,False,54,en,,[],"[{u'url': u'https://t.co/BiNl4eMubD', u'indices': [80, 103], u'expanded_url': u'http://gu.com/p/4tzvg/stw', u'display_url': u'gu.com/p/4tzvg/stw'}]"
Shannon Kraai,4878598126,,,Pacific Time (US & Canada),en,125,183,4230,Fri Feb 05 19:21:37 +0000 2016,False,False,RT @MarketWatch: JFK's assassination? The latest from Trump v. Cruz is a real doozy https://t.co/fNxMqeEAy4 https://t.co/X2NPnx04jN,727603751004078083,Tue May 03 21:00:27 +0000 2016,0,False,10,en,,[],"[{u'url': u'https://t.co/fNxMqeEAy4', u'indices': [84, 107], u'expanded_url': u'http://on.mktw.net/1Z97MUW', u'display_url': u'on.mktw.net/1Z97MUW'}]"
Common Sense,1064116794,"Dedicated News junkie following what really matters. Full time, hard working American, part time Coach, practicing Common Sense on a daily basis.",,,en,127,348,1335,Sat Jan 05 22:11:37 +0000 2013,False,False,@seanhannity Constitutional Conservatives needed u &amp; u were nowhere to be found. When #Trump gets landslided take a long look in the mirror,727603750555242498,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,"[{u'indices': [90, 96], u'text': u'Trump'}]",[]
손진주 孙珍珠,2908533819,meh,,Beijing,ko,43,342,5425,Sun Dec 07 00:45:23 +0000 2014,False,False,"RT @adamcathcart: South Korea destroys China (&amp; everyone else) in ""robot density."" Source: FT Weekend Magazine, p. 21. @crazypulsar https:/…",727603750492377088,Tue May 03 21:00:26 +0000 2016,0,False,6,en,,[],[]
Jamie White,714996216694579200,,,,en,23,17,182,Wed Mar 30 02:02:36 +0000 2016,False,False,@JohnKamler all my info is wrong. All your info is right. Just like a whack lib tard. Obama is out. Hillary for prison. Trump 2016.,727603750488039424,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],[]
Emily,2490876716,I'm   hair stylist and musician :),Missouri,Pacific Time (US & Canada),en,6,24,5,Mon May 12 04:39:54 +0000 2014,False,False,Ujjivan Financial Services IPO: Investors may apply for medium term. 3rd largest microfinance co. plans to set up small finance bank,727603750349750272,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],[]
Terrill Langworth,726379965869121536,,,,en,33,209,467,Sat Apr 30 11:57:34 +0000 2016,False,False,"A person's a person, no matter how small. –Dr. Seuss #quotes #rt #light #inspirationalquotes",727603749552836609,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,"[{u'indices': [53, 60], u'text': u'quotes'}, {u'indices': [61, 64], u'text': u'rt'}, {u'indices': [65, 71], u'text': u'light'}, {u'indices': [72, 92], u'text': u'inspirationalquotes'}]",[]
IES Brussels,83167966,"Institute for European Studies @ Vrije Universiteit Brussel @VUBrussel Research, teaching & training. EU in international context. http://t.co/M7SfwUqMws",Brussels,Brussels,en,6417,3697,4084,Sat Oct 17 16:33:08 +0000 2009,False,False,@DanielFiott's research on #NATO extensively quoted in @Newsweek @Judy_Dempsey  https://t.co/rFnLrIF1WF,727603749498306562,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,"[{u'indices': [27, 32], u'text': u'NATO'}]","[{u'url': u'https://t.co/rFnLrIF1WF', u'indices': [80, 103], u'expanded_url': u'http://europe.newsweek.com/trump-trashing-nato-allies-pleases-putin-446320', u'display_url': u'europe.newsweek.com/trump-trashing\u2026'}]"
Jaylene Delgadillo,719746273075662849,follow my music.ly xoxo_jaylene and YouNow xoxo_jaylene,,,en,15,18,3,Tue Apr 12 04:37:38 +0000 2016,False,False,"RT @ItIsOurJourney: RT FOR ZARIEL 💕
LIKE FOR TRUMP 😷 https://t.co/OMZChfB4kg",727603749418504192,Tue May 03 21:00:26 +0000 2016,0,False,2498,en,,[],[]
O. V. O,1180518385,#CFC,,,en,625,589,21968,Thu Feb 14 22:45:06 +0000 2013,False,False,Send details make I help ur life small 😝😜😝😜 https://t.co/RgKTj1zYhY,727603749309583363,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/RgKTj1zYhY', u'indices': [44, 67], u'expanded_url': u'https://twitter.com/OwolabiSA/status/727603542719090688', u'display_url': u'twitter.com/OwolabiSA/stat\u2026'}]"
Mumzie,4197908787,"Wife, mumzie, teacher of math, science, and logic, American",,,en,51,27,2707,Mon Nov 16 00:38:28 +0000 2015,False,False,RT @benshapiro: We all have a line beyond which we will not go. Donald Trump is far past my line.,727603749213097984,Tue May 03 21:00:26 +0000 2016,0,False,118,en,,[],[]
FlowerInFaith,387162020,"Liberal,Obama supporter,actor/director/costume designer, quilt instructor...and two real jobs.  More arts are desperately needed in this country.#ImWithHer",,,en,1459,2009,52752,Sat Oct 08 15:38:47 +0000 2011,False,False,RT @armandodkos: Nate Silver argues education levels not income levels is the leading indicator of Trump support.  https://t.co/KTvyquFYPu,727603749187944448,Tue May 03 21:00:26 +0000 2016,0,False,5,en,,[],"[{u'url': u'https://t.co/KTvyquFYPu', u'indices': [115, 138], u'expanded_url': u'https://twitter.com/eugene_robinson/status/727477847128981506', u'display_url': u'twitter.com/eugene_robinso\u2026'}]"
John,38976390,Married father with two great sons! I support @realDonaldTrump - The GOP Nominee for 2016 & the Next POTUS of the USA!   #AmericaFirst #MAGA #TrumpTrain,"McKinney, TX",Central Time (US & Canada),en,11023,10994,49444,Sun May 10 02:17:38 +0000 2009,False,False,RT @WesleyRickard: Pam Bondi R Attorney General FL Founder Reagan Conservatives Group Endorses Donald J Trump for President #NY #PA #CA htt…,727603749103902720,Tue May 03 21:00:26 +0000 2016,0,False,585,en,,"[{u'indices': [124, 127], u'text': u'NY'}, {u'indices': [128, 131], u'text': u'PA'}, {u'indices': [132, 135], u'text': u'CA'}]",[]
Chris McAllister,3352346254,"Husband,father,animal lover believer in the Constitution-what it says,instead of what you want it to say,free speech activist #birthermadness","Royse City, TX",Central Time (US & Canada),en,3980,4730,60915,Tue Jun 30 20:02:59 +0000 2015,False,False,"@nemo7625 @tedcruz @seanhannity No, he asks Trump how it feels to be so wondergul. he defends Trump when Cruz is on",727603748781105152,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],[]
KColorado,718981142,"Business owner, news/political junkie, horse lover, classic rock fan, wife, Mom, East Coast girl whose heart lives in the Rocky Mountains of Colorado.",,,en,122,261,2511,Thu Jul 26 23:23:44 +0000 2012,False,False,"RT @veganvecoh: John Jay Lavalle, Suffolk County Rep. Committee says people should be supporting Trump's message: ""Americans First""
https:/…",727603748651020288,Tue May 03 21:00:26 +0000 2016,0,False,57,en,,[],"[{u'url': u'https://t.co/WuocA6be8j', u'indices': [139, 140], u'expanded_url': u'https://amp.twimg.com/v/348cd60b-87d0-45d8-a00e-e1fc586e2871', u'display_url': u'amp.twimg.com/v/348cd60b-87d\u2026'}]"
Herminio Champlin,725601294770147329,,,,en,37,216,523,Thu Apr 28 08:23:24 +0000 2016,False,False,"Beware of bugs in the above code; I have only proved it correct, not tried it. –Donald Knuth #quotes #wordporn #creativity #success #light",727603748382593026,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,"[{u'indices': [93, 100], u'text': u'quotes'}, {u'indices': [101, 110], u'text': u'wordporn'}, {u'indices': [111, 122], u'text': u'creativity'}, {u'indices': [123, 131], u'text': u'success'}, {u'indices': [132, 138], u'text': u'light'}]",[]
Mary Williamson,455461372,,Indiana,,en,599,1019,9938,Thu Jan 05 04:13:24 +0000 2012,False,False,MUST WATCH: Message From Black Female Trump Executive https://t.co/PjFF81d4vT via @realDennisLynch,727603747782791169,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/PjFF81d4vT', u'indices': [54, 77], u'expanded_url': u'http://goo.gl/KQ9Q79', u'display_url': u'goo.gl/KQ9Q79'}]"
Robert Marchini,308222785,man on internet. tulane econ & political science student. this account is for display purposes only. contact: robertmarchini1993 at gmail,getting coffee,Eastern Time (US & Canada),en,865,853,100619,Tue May 31 01:32:12 +0000 2011,False,False,what nightmare: YOU'RE AWAKE https://t.co/C42epknnul,727603747602374657,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/C42epknnul', u'indices': [29, 52], u'expanded_url': u'http://www.vox.com/2016/5/3/11569754/donald-trump-is-going-to-win', u'display_url': u'vox.com/2016/5/3/11569\u2026'}]"
Dangerous Stranger,22382549,#Cardinals sports fanatic, STL,Central Time (US & Canada),en,937,904,101540,Sun Mar 01 17:23:35 +0000 2009,False,False,"RT @sarahkendzior: Trump says he'll bring old jobs back. This is a lie, a false promise. Why is it popular? *Because he at least admits the…",727603747518435328,Tue May 03 21:00:26 +0000 2016,0,False,23,en,,[],[]
Mark Z. Barabak,294270520,"Non-Academy Award winning political writer for the Los Angeles Times. Proud California native, happiest when in the Sierra. I believe in America.",,Pacific Time (US & Canada),en,9036,392,7357,Fri May 06 20:53:16 +0000 2011,False,True,"RT @PoliticoScott: Read @markzbarabak on how scared politicians have tried to change the meaning of a clearly defined word: ""endorse"" https…",727603747380027392,Tue May 03 21:00:26 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/OakMkdWU3V', u'indices': [139, 140], u'expanded_url': u'http://www.latimes.com/politics/la-na-trump-tortured-language-20160503-story.html', u'display_url': u'latimes.com/politics/la-na\u2026'}]"
Elaina,1626982196,Messy hair. Thirsty heart. Writer. Love sentence fragments. Fond of Don Henley & pine trees. Jesus. Wine. My dog. Not necessarily in that order. Opinions mine.,,Eastern Time (US & Canada),en,374,724,3753,Sun Jul 28 03:57:19 +0000 2013,False,False,I can't even believe @jaketapper had to say all that. This Trump thing is utterly ridiculous. https://t.co/0LzaoBHmSN,727603747032080385,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/0LzaoBHmSN', u'indices': [94, 117], u'expanded_url': u'https://twitter.com/Timodc/status/727601725448847360', u'display_url': u'twitter.com/Timodc/status/\u2026'}]"
Billy Quinn,3369113122,,,,en,20,46,1795,Fri Jul 10 11:07:08 +0000 2015,False,False,"@glennbeck The Canadian abyss? ..""Those Trump supporters, they were wearing sunglasses, like the Black panthers"" Oh hahahaha you fucking nut",727603746998353920,Tue May 03 21:00:26 +0000 2016,0,False,0,en,,[],[]
Halil ibrahim,427402721,Halil ibrahim iskender,,Baghdad,tr,735,503,131009,Sat Dec 03 13:47:42 +0000 2011,False,False,"RT @HillaryClinton: Donald Trump’s tax plan would give $3.2 trillion to millionaires &amp; billionaires.
Ted Cruz would give them even more.

W…",727603746939744256,Tue May 03 21:00:26 +0000 2016,0,False,542,en,,[],[]
Trump Gal_WV,2892780293,,WV Galpal,,en,548,173,8992,Wed Nov 26 01:10:36 +0000 2014,False,False,"RT @LindaSuhler: More good news for Trump, this time from West Virginia!
Trump +39!
#Trump2016
#WVPrimary
#UNIFY
#MAGA https://t.co/tY8RiFs…",727603746478297088,Tue May 03 21:00:26 +0000 2016,0,False,117,en,,"[{u'indices': [84, 94], u'text': u'Trump2016'}, {u'indices': [95, 105], u'text': u'WVPrimary'}, {u'indices': [106, 112], u'text': u'UNIFY'}, {u'indices': [113, 118], u'text': u'MAGA'}]",[]
Lu,1080475808,Celtic Wiccan. NRA Lifetime member. #2A. #Constitution. Conservative. Polish/Irish descent.,"DE. Bklyn, NY",,en,981,204,55701,Fri Jan 11 18:05:19 +0000 2013,False,False,RT @novotnyfloors: @ChuckNellis @WaitingInBagdad @realDonaldTrump @tedcruz @alicetweet @RonNehring Trump is a disgrace anyone that would vo…,727603746377740289,Tue May 03 21:00:26 +0000 2016,0,False,14,en,,[],[]
Haughty Berry,50799216,"Wife and Mommy with a Bilingual Bae. Boss. Focused. Oh yeah, I love Hip-Hop too. #ProudDemocrat #Boss #Believer #BlackLivesMatter #LifeIsABlessing",Bronx-DC-HowardU-SantoDomingo ,Eastern Time (US & Canada),en,2931,2690,67889,Thu Jun 25 22:48:40 +0000 2009,False,False,"RT @LOLGOP: If you could find a more vile adult than Ted Cruz or Donald Trump, he would probably be winning the GOP primary.",727603745849278464,Tue May 03 21:00:25 +0000 2016,0,False,158,en,,[],[]
prodigy,757463574,my name is gonzalo castillo and i believe in fitness,,,en,436,425,17152,Tue Aug 14 16:37:16 +0000 2012,False,False,"Eat small quantities more times a day.The body needs energy, proteins and nutrients in order to function correctly",727603745639440384,Tue May 03 21:00:25 +0000 2016,0,False,0,en,,[],[]
MobileGeneratedNews,1589050783,"#Crowdsourcing platform that enables you to connect with your Local #Community, on-air and online. Drive new traffic to your site with the #MoGNapp!","Cardiff By The Sea, California",Arizona,en,4313,3905,4903,Fri Jul 12 17:45:29 +0000 2013,False,False,"Full Speech: Donald Trump Holds Rally in Terre Haute, IN (5-1-16) 
https://t.co/i9In13qKvB",727603745530380288,Tue May 03 21:00:25 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/i9In13qKvB', u'indices': [67, 90], u'expanded_url': u'http://mognapp.blogspot.com/2016/05/full-speech-donald-trump-holds-rally-in_3.html', u'display_url': u'mognapp.blogspot.com/2016/05/full-s\u2026'}]"
